codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,total_recomendacoes,ocorrencia_dia_hora,regiao
46344,46344,INCIDENTE,BODOQUENA,MS,NA,0,2012-08-20 05:50:00,CENTRO
46257,46257,ACIDENTE,JURUÁ,AM,NA,0,2012-08-21 18:50:00,NORTE
46348,46348,INCIDENTE,SÃO PAULO,SP,SBSP,0,2012-08-21 00:30:00,SUDESTE
46435,46435,ACIDENTE,PALMEIRA,PR,NA,3,2012-08-21 20:15:00,SUL
46688,46688,INCIDENTE,LONDRINA,PR,SBLO,0,2012-08-21 23:00:00,SUL
46846,46846,ACIDENTE,RIO DE JANEIRO,RJ,NA,0,2012-08-21 22:35:00,SUDESTE
46436,46436,ACIDENTE,ARAGUAÍNA,TO,NA,0,2012-08-22 13:00:00,NORTE
46444,46444,ACIDENTE,PAUINI,AM,SWUI,3,2012-08-22 18:51:00,NORTE
46349,46349,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-08-23 00:00:00,CENTRO
46296,46296,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-08-25 21:10:00,SUDESTE
46437,46437,ACIDENTE,ÁGUA CLARA,MS,NA,2,2012-08-25 11:30:00,CENTRO
46350,46350,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-08-28 18:30:00,CENTRO
46451,46451,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,1,2012-08-30 19:25:00,SUDESTE
46310,46310,ACIDENTE,ANGRA DOS REIS,RJ,NA,0,2012-08-31 18:40:00,SUDESTE
46680,46680,INCIDENTE,SANTARÉM,PA,SBSN,0,2012-08-31 12:10:00,NORTE
46686,46686,INCIDENTE,CAMPINA GRANDE,PB,SNKB,0,2012-09-01 12:10:00,NORTEDESTE
46312,46312,INCIDENTE,CONFINS,MG,SBCF,0,2012-09-02 10:55:00,SUDESTE
46342,46342,INCIDENTE,UBATUBA,SP,NA,0,2012-09-03 16:40:00,SUDESTE
52065,52065,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-09-03 16:30:00,SUDESTE
46311,46311,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,0,2012-09-05 11:50:00,SUL
46520,46520,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2012-09-06 16:27:00,SUDESTE
46684,46684,INCIDENTE,SALVADOR,BA,SBSV,0,2012-09-06 19:45:00,NORTEDESTE
46308,46308,ACIDENTE,MIRANDA,MS,NA,0,2012-09-07 19:10:00,CENTRO
46418,46418,ACIDENTE,GUIRATINGA,MT,NA,0,2012-09-07 13:30:00,CENTRO
52066,52066,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,0,2012-09-08 15:50:00,SUDESTE
46306,46306,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,0,2012-09-09 12:00:00,SUDESTE
46309,46309,ACIDENTE,MACAPÁ,AP,NA,0,2012-09-09 21:12:00,NORTE
50831,50831,ACIDENTE,ACREÚNA,GO,NA,1,2012-09-09 20:00:00,CENTRO
46337,46337,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,0,2012-09-12 12:00:00,CENTRO
46338,46338,ACIDENTE,BALSAS,MA,NA,0,2012-09-12 20:50:00,NORTEDESTE
46307,46307,ACIDENTE,GUARULHOS,SP,SBGR,0,2012-09-13 01:30:00,SUDESTE
46685,46685,INCIDENTE,SALVADOR,BA,SBSV,0,2012-09-14 20:07:00,NORTEDESTE
52067,52067,INCIDENTE,BOA VISTA,RR,SBBV,0,2012-09-14 15:15:00,NORTE
46358,46358,INCIDENTE,FORTALEZA,CE,SBFZ,0,2012-09-15 22:44:00,NORTEDESTE
46371,46371,INCIDENTE,ITUPEVA,SP,NA,0,2012-09-15 17:30:00,SUDESTE
46340,46340,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,0,2012-09-16 17:40:00,SUDESTE
52068,52068,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2012-09-16 22:03:00,SUDESTE
46691,46691,INCIDENTE,RIO GRANDE,RS,NA,0,2012-09-17 11:00:00,SUL
46341,46341,INCIDENTE,BACABAL,MA,NA,0,2012-09-18 10:24:00,NORTEDESTE
46359,46359,INCIDENTE,VITÓRIA,ES,SBVT,0,2012-09-18 17:00:00,SUDESTE
46362,46362,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-09-18 20:00:00,SUDESTE
46519,46519,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-09-18 18:32:00,SUL
46354,46354,ACIDENTE,ITAMARAJU,BA,NA,0,2012-09-19 23:00:00,NORTEDESTE
46652,46652,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2012-09-19 23:50:00,CENTRO
46689,46689,INCIDENTE,LONDRINA,PR,SBLO,0,2012-09-20 18:25:00,SUL
46373,46373,INCIDENTE GRAVE,PARAUAPEBAS,PA,NA,1,2012-09-21 11:55:00,NORTE
46655,46655,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2012-09-21 20:58:00,SUDESTE
46356,46356,ACIDENTE,TAPIRAMUTÁ,BA,NA,3,2012-09-22 15:50:00,NORTEDESTE
46377,46377,INCIDENTE,RIO BRANCO,AC,SBRB,0,2012-09-22 13:25:00,NORTE
46378,46378,INCIDENTE GRAVE,BARREIRAS,BA,SNDH,0,2012-09-22 16:40:00,NORTEDESTE
46379,46379,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2012-09-22 09:15:00,SUDESTE
46523,46523,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-09-22 14:14:00,SUDESTE
46411,46411,ACIDENTE,BELÉM,PA,SBBE,1,2012-09-23 18:35:00,NORTE
46452,46452,INCIDENTE,LONDRINA,PR,SBLO,0,2012-09-23 21:26:00,SUL
46477,46477,INCIDENTE,CRUZEIRO DO SUL,AC,NA,0,2012-09-23 19:40:00,NORTE
46521,46521,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2012-09-23 13:30:00,SUDESTE
46368,46368,ACIDENTE,SÃO PAULO,SP,NA,0,2012-09-24 11:00:00,SUDESTE
46412,46412,ACIDENTE,ILHÉUS,BA,SBIL,0,2012-09-24 01:55:00,NORTEDESTE
46413,46413,ACIDENTE,UBERLÂNDIA,MG,SJPT,0,2012-09-24 17:00:00,SUDESTE
46417,46417,ACIDENTE,LONDRINA,PR,SSOK,0,2012-09-24 17:10:00,SUL
46419,46419,ACIDENTE,CANTÁ,RR,NA,0,2012-09-24 08:00:00,NORTE
46450,46450,INCIDENTE GRAVE,NOVO ARIPUANÃ,AM,NA,0,2012-09-24 13:30:00,NORTE
46414,46414,ACIDENTE,UBATUBA,SP,NA,0,2012-09-25 15:00:00,SUDESTE
46415,46415,ACIDENTE,FOZ DO IGUAÇU,PR,SSHS,2,2012-09-25 14:35:00,SUL
46453,46453,INCIDENTE,NAVEGANTES,SC,SBNF,0,2012-09-25 13:00:00,SUL
46478,46478,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2012-09-25 21:55:00,SUDESTE
46454,46454,INCIDENTE,BOA VISTA,RR,SBBV,0,2012-09-26 10:00:00,NORTE
46455,46455,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2012-09-26 13:37:00,SUDESTE
46456,46456,INCIDENTE,SALVADOR,BA,SBSV,0,2012-09-27 22:30:00,NORTEDESTE
46416,46416,ACIDENTE,SÃO BORJA,RS,SSSB,0,2012-09-28 21:38:00,SUL
46446,46446,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,1,2012-09-28 17:30:00,SUL
46495,46495,INCIDENTE,CURITIBA,PR,NA,0,2012-09-28 15:00:00,SUL
46515,46515,INCIDENTE,RECIFE,PE,SBRF,0,2012-09-28 23:15:00,NORTEDESTE
46516,46516,INCIDENTE,BRASÍLIA,DF,NA,0,2012-09-29 20:50:00,CENTRO
46517,46517,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-09-30 23:00:00,SUDESTE
46473,46473,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,0,2012-10-01 22:19:00,SUDESTE
46438,46438,INCIDENTE GRAVE,ARTUR NOGUEIRA,SP,NA,0,2012-10-02 11:10:00,SUDESTE
46434,46434,ACIDENTE,JUQUIÁ,SP,NA,3,2012-10-03 11:00:00,SUDESTE
46439,46439,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,0,2012-10-03 16:33:00,SUL
46443,46443,INCIDENTE GRAVE,TEFÉ,AM,SBTF,1,2012-10-03 12:35:00,NORTE
46518,46518,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-10-03 11:40:00,SUL
46695,46695,INCIDENTE,VITÓRIA,ES,SBVT,0,2012-10-03 19:40:00,SUDESTE
46479,46479,INCIDENTE,LONDRINA,PR,SBLO,0,2012-10-04 22:05:00,SUL
50693,50693,ACIDENTE,GURINHATÃ,MG,NA,0,2012-10-04 18:00:00,SUDESTE
46474,46474,INCIDENTE,GUARULHOS,SP,SBGR,0,2012-10-05 19:38:00,SUDESTE
46476,46476,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2012-10-05 18:00:00,SUDESTE
46480,46480,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-10-05 17:09:00,CENTRO
46445,46445,INCIDENTE GRAVE,CATANDUVA,SP,SDCD,3,2012-10-07 15:30:00,SUDESTE
46432,46432,ACIDENTE,SANTA CRUZ DO ARARI,PA,NA,3,2012-10-08 13:30:00,NORTE
46475,46475,INCIDENTE,CAMPO GRANDE,MS,SBCG,0,2012-10-09 17:22:00,CENTRO
46481,46481,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-10-09 21:27:00,SUDESTE
46433,46433,INCIDENTE,MARICÁ,RJ,NA,0,2012-10-10 20:33:00,SUDESTE
46449,46449,ACIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-10-10 19:13:00,SUL
46471,46471,INCIDENTE,CARAUARI,AM,SWCA,0,2012-10-10 15:30:00,NORTE
46472,46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,0,2012-10-10 17:59:00,NORTEDESTE
46448,46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,NA,0,2012-10-11 11:00:00,CENTRO
46484,46484,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-10-11 16:45:00,CENTRO
46696,46696,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2012-10-11 12:50:00,SUDESTE
46431,46431,ACIDENTE,CAMPINAS,SP,SBKP,0,2012-10-13 22:55:00,SUDESTE
46571,46571,ACIDENTE,LONDRINA,PR,NA,0,2012-10-13 21:40:00,SUL
46594,46594,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,SBPC,0,2012-10-13 21:05:00,SUDESTE
46485,46485,INCIDENTE,PORTO SEGURO,BA,SBPS,0,2012-10-14 20:40:00,NORTEDESTE
46486,46486,INCIDENTE,TERESINA,PI,SBTE,0,2012-10-14 00:09:00,NORTEDESTE
50712,50712,ACIDENTE,AMERICANA,SP,SDAI,0,2012-10-14 20:30:00,SUDESTE
46613,46613,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-10-15 17:42:00,SUDESTE
46487,46487,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-10-16 20:00:00,CENTRO
46650,46650,INCIDENTE,CAMPINAS,SP,SBKP,0,2012-10-17 11:35:00,SUDESTE
46674,46674,INCIDENTE,RONDONÓPOLIS,MT,SWRD,0,2012-10-17 20:40:00,CENTRO
46581,46581,ACIDENTE,CAMPINA GRANDE DO SUL,PR,NA,0,2012-10-18 21:00:00,SUL
46514,46514,ACIDENTE,CAMPO GRANDE,MS,NA,0,2012-10-20 15:00:00,CENTRO
46648,46648,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2012-10-20 11:12:00,SUL
46649,46649,INCIDENTE,CAMPINAS,SP,NA,0,2012-10-20 22:43:00,SUDESTE
46625,46625,INCIDENTE,PALMAS,TO,SBPJ,0,2012-10-21 16:40:00,NORTE
46577,46577,INCIDENTE,CAMETÁ,PA,NA,0,2012-10-22 18:38:00,NORTE
46513,46513,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,NA,0,2012-10-23 12:40:00,NORTE
46647,46647,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-10-23 10:01:00,SUL
46497,46497,ACIDENTE,PORTO ALEGRE,RS,SSBN,0,2012-10-24 12:05:00,SUL
46574,46574,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-10-24 22:50:00,CENTRO
46498,46498,ACIDENTE,SENTO SÉ,BA,NA,1,2012-10-25 13:00:00,NORTEDESTE
46512,46512,ACIDENTE,JABOTICABAL,SP,NA,0,2012-10-25 15:00:00,SUDESTE
46675,46675,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,0,2012-10-25 11:00:00,NORTEDESTE
46676,46676,INCIDENTE,CARLOS CHAGAS,MG,NA,0,2012-10-25 17:48:00,SUDESTE
52069,52069,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2012-10-25 18:33:00,SUDESTE
46698,46698,INCIDENTE,CABO FRIO,RJ,SBCB,0,2012-10-26 15:42:00,SUDESTE
46499,46499,ACIDENTE,CAMPINA VERDE,MG,NA,0,2012-10-27 19:30:00,SUDESTE
46624,46624,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-10-27 12:00:00,CENTRO
46639,46639,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2012-10-27 22:00:00,SUDESTE
46677,46677,INCIDENTE,GUARULHOS,SP,SBGR,0,2012-10-27 21:12:00,SUDESTE
52070,52070,INCIDENTE,RIO BRANCO,AC,SBRB,0,2012-10-27 16:15:00,NORTE
46576,46576,INCIDENTE GRAVE,IPATINGA,MG,SBIP,0,2012-10-28 17:30:00,SUDESTE
46679,46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,0,2012-10-28 11:30:00,NORTE
46575,46575,INCIDENTE,RECIFE,PE,SBRF,0,2012-10-29 02:45:00,NORTEDESTE
46699,46699,INCIDENTE,MACAÉ,RJ,NA,0,2012-10-29 19:10:00,SUDESTE
46822,46822,INCIDENTE,ROSÁRIO OESTE,MT,NA,0,2012-10-29 11:00:00,CENTRO
46496,46496,ACIDENTE,SOROCABA,SP,NA,0,2012-10-31 16:30:00,SUDESTE
46562,46562,ACIDENTE,CANARANA,MT,NA,0,2012-10-31 10:05:00,CENTRO
46582,46582,ACIDENTE,CHAPADA DOS GUIMARÃES,MT,NA,1,2012-11-01 19:49:00,CENTRO
46597,46597,INCIDENTE,MARABÁ,PA,SBMA,0,2012-11-01 16:20:00,NORTE
46604,46604,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-11-01 18:00:00,CENTRO
46563,46563,ACIDENTE,ARUANÃ,GO,NA,1,2012-11-02 12:00:00,CENTRO
46572,46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,0,2012-11-02 12:26:00,SUL
46589,46589,ACIDENTE,RECIFE,PE,SNEM,0,2012-11-02 14:30:00,NORTEDESTE
46564,46564,ACIDENTE,GOIÂNIA,GO,SBNV,0,2012-11-03 16:50:00,CENTRO
46588,46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,NA,0,2012-11-03 14:00:00,SUL
46565,46565,ACIDENTE,COTEGIPE,BA,NA,0,2012-11-04 20:00:00,NORTEDESTE
46683,46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,0,2012-11-04 14:06:00,NORTEDESTE
46566,46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,0,2012-11-05 11:55:00,CENTRO
46573,46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,0,2012-11-05 20:40:00,SUL
46673,46673,INCIDENTE,MACEIÓ,AL,SBMO,0,2012-11-05 14:48:00,NORTEDESTE
46583,46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,NA,9,2012-11-06 21:30:00,SUL
46567,46567,ACIDENTE,ALFENAS,MG,NA,0,2012-11-07 16:15:00,SUDESTE
46592,46592,ACIDENTE,QUERÊNCIA,MT,SNGV,0,2012-11-07 18:00:00,CENTRO
46568,46568,ACIDENTE,ALEGRETE,RS,NA,0,2012-11-08 11:00:00,SUL
46569,46569,ACIDENTE,ALTÔNIA,PR,NA,0,2012-11-08 19:00:00,SUL
46584,46584,ACIDENTE,ARAPUTANGA,MT,SWYH,0,2012-11-08 12:10:00,CENTRO
46694,46694,INCIDENTE,MONTES CLAROS,MG,NA,0,2012-11-09 13:15:00,SUDESTE
46713,46713,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-11-09 11:48:00,CENTRO
46570,46570,ACIDENTE,SÃO PAULO,SP,SBSP,2,2012-11-11 19:21:00,SUDESTE
52071,52071,INCIDENTE,MACAÉ,RJ,NA,0,2012-11-11 18:00:00,SUDESTE
46651,46651,INCIDENTE,CURITIBA,PR,NA,0,2012-11-12 18:50:00,SUL
46585,46585,ACIDENTE,BAGÉ,RS,SSCE,1,2012-11-13 18:30:00,SUL
46598,46598,INCIDENTE,PELOTAS,RS,SBPK,0,2012-11-13 12:00:00,SUL
46633,46633,ACIDENTE,ABADIA DE GOIÁS,GO,NA,0,2012-11-15 12:40:00,CENTRO
46586,46586,ACIDENTE,URUAÇU,GO,NA,0,2012-11-16 11:50:00,CENTRO
46605,46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,0,2012-11-17 11:30:00,CENTRO
46614,46614,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-11-18 22:41:00,CENTRO
46587,46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,0,2012-11-19 15:45:00,CENTRO
46599,46599,INCIDENTE,AGUDOS,SP,NA,0,2012-11-19 16:57:00,SUDESTE
46606,46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2012-11-19 18:05:00,CENTRO
46687,46687,INCIDENTE,PELOTAS,RS,SBPK,0,2012-11-19 11:55:00,SUL
46692,46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,NA,0,2012-11-19 18:42:00,SUDESTE
46600,46600,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-11-20 15:40:00,SUDESTE
46616,46616,INCIDENTE,VITÓRIA,ES,SBVT,0,2012-11-20 10:34:00,SUDESTE
46591,46591,ACIDENTE,RIO DE JANEIRO,RJ,NA,0,2012-11-21 11:47:00,SUDESTE
46618,46618,INCIDENTE,BRASÍLIA,DF,SBBR,0,2012-11-21 18:31:00,CENTRO
46629,46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,NA,0,2012-11-21 12:00:00,NORTE
46693,46693,INCIDENTE,RIO LARGO,AL,NA,0,2012-11-21 13:10:00,NORTEDESTE
46590,46590,ACIDENTE,MARICÁ,RJ,SDMC,0,2012-11-22 11:45:00,SUDESTE
46615,46615,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2012-11-22 09:50:00,NORTEDESTE
46593,46593,ACIDENTE,AMERICANA,SP,SDAI,0,2012-11-23 21:00:00,SUDESTE
46602,46602,INCIDENTE,PINHEIRO,MA,SNYE,0,2012-11-23 20:55:00,NORTEDESTE
46612,46612,ACIDENTE,CAMPINA GRANDE,PB,NA,0,2012-11-23 14:47:00,NORTEDESTE
46617,46617,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-11-23 20:00:00,SUDESTE
46603,46603,INCIDENTE,SÃO PAULO,SP,SBMT,0,2012-11-24 12:33:00,SUDESTE
46714,46714,INCIDENTE,CURITIBA,PR,SBBI,0,2012-11-25 19:33:00,SUL
46628,46628,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-11-26 15:05:00,CENTRO
46715,46715,INCIDENTE,LONDRINA,PR,SBLO,0,2012-11-26 17:48:00,SUL
46716,46716,INCIDENTE,CAMPINAS,SP,SBKP,0,2012-11-27 00:11:00,SUDESTE
46723,46723,INCIDENTE,LONDRINA,PR,SBLO,0,2012-11-27 17:31:00,SUL
52072,52072,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-11-27 22:05:00,SUDESTE
46601,46601,INCIDENTE,CAMPINAS,SP,SBKP,0,2012-11-28 07:15:00,SUDESTE
46626,46626,INCIDENTE,ITAJUBÁ,MG,SNHH,0,2012-11-29 19:32:00,SUDESTE
46627,46627,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-11-29 17:25:00,SUDESTE
46710,46710,ACIDENTE,VILA VELHA,ES,NA,0,2012-11-29 10:40:00,SUDESTE
46717,46717,INCIDENTE,LONDRINA,PR,SBLO,0,2012-11-29 23:35:00,SUL
46758,46758,INCIDENTE,MANAUS,AM,SBEG,0,2012-11-29 18:20:00,NORTE
46630,46630,ACIDENTE,JAÚ,SP,SDMV,0,2012-12-01 20:30:00,SUDESTE
46640,46640,INCIDENTE,PALMAS,TO,SBPJ,0,2012-12-01 04:00:00,NORTE
46718,46718,INCIDENTE,FORTALEZA,CE,NA,0,2012-12-01 16:33:00,NORTEDESTE
46638,46638,INCIDENTE,MANAUS,AM,SBEG,0,2012-12-02 15:00:00,NORTE
46707,46707,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-12-02 16:01:00,CENTRO
46719,46719,INCIDENTE,CONFINS,MG,SBCF,0,2012-12-02 13:55:00,SUDESTE
46720,46720,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-12-04 10:30:00,CENTRO
46706,46706,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,1,2012-12-05 17:40:00,SUDESTE
46748,46748,ACIDENTE,JUSCIMEIRA,MT,NA,0,2012-12-05 12:30:00,CENTRO
46708,46708,ACIDENTE,ITAQUI,RS,NA,0,2012-12-06 16:30:00,SUL
46712,46712,INCIDENTE GRAVE,BELÉM,PA,SBJC,0,2012-12-06 15:15:00,NORTE
46721,46721,INCIDENTE,GUARULHOS,SP,SBGR,0,2012-12-06 18:20:00,SUDESTE
46747,46747,ACIDENTE,SORRISO,MT,NA,1,2012-12-06 20:00:00,CENTRO
46735,46735,ACIDENTE,POCONÉ,MT,NA,0,2012-12-07 20:00:00,CENTRO
46746,46746,ACIDENTE,PRIMAVERA DO LESTE,MT,SWPY,1,2012-12-07 14:30:00,CENTRO
46765,46765,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2012-12-07 01:00:00,SUDESTE
46722,46722,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2012-12-08 10:20:00,SUDESTE
46845,46845,ACIDENTE,FELIXLÂNDIA,MG,NA,0,2012-12-08 19:56:00,SUDESTE
46703,46703,ACIDENTE,OLIVEIRA,MG,NA,0,2012-12-10 18:50:00,SUDESTE
46752,46752,ACIDENTE,SANTA VITÓRIA DO PALMAR,RS,NA,1,2012-12-10 10:30:00,SUL
46766,46766,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2012-12-10 17:00:00,SUDESTE
46789,46789,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-12-10 19:45:00,SUL
46702,46702,ACIDENTE,GOIÂNIA,GO,SBNV,0,2012-12-11 17:00:00,CENTRO
46704,46704,ACIDENTE,IBIÁ,MG,NA,0,2012-12-12 18:00:00,SUDESTE
46705,46705,INCIDENTE GRAVE,JUIZ DE FORA,MG,SBJF,0,2012-12-12 17:50:00,SUDESTE
46754,46754,INCIDENTE GRAVE,SOURE,PA,SNSW,0,2012-12-12 20:10:00,NORTE
46790,46790,INCIDENTE,SÃO PAULO,SP,SBSP,0,2012-12-12 15:00:00,SUDESTE
46751,46751,ACIDENTE,URUGUAIANA,RS,SJDU,2,2012-12-13 22:00:00,SUL
46767,46767,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2012-12-13 15:13:00,SUDESTE
46768,46768,INCIDENTE,GOIÂNIA,GO,SBGO,0,2012-12-13 18:21:00,CENTRO
46759,46759,INCIDENTE,MACAÉ,RJ,SBME,0,2012-12-15 20:00:00,SUDESTE
46734,46734,ACIDENTE,SÃO PAULO,SP,NA,2,2012-12-16 20:00:00,SUDESTE
46749,46749,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2012-12-16 01:20:00,SUDESTE
46823,46823,INCIDENTE GRAVE,ROSÁRIO DO SUL,RS,SSRZ,1,2012-12-16 22:30:00,SUL
46763,46763,INCIDENTE,RIO BRANCO,AC,SBRB,0,2012-12-18 14:01:00,NORTE
46753,46753,ACIDENTE,ITÁPOLIS,SP,NA,2,2012-12-20 13:30:00,SUDESTE
46756,46756,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,0,2012-12-20 09:55:00,SUDESTE
46750,46750,ACIDENTE,IPIRANGA DO NORTE,MT,NA,0,2012-12-21 17:30:00,CENTRO
46755,46755,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,0,2012-12-21 09:43:00,SUDESTE
46760,46760,INCIDENTE,CONFINS,MG,NA,0,2012-12-21 01:40:00,SUDESTE
46761,46761,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,0,2012-12-21 14:30:00,SUDESTE
46762,46762,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,0,2012-12-21 19:15:00,SUDESTE
46764,46764,INCIDENTE,IPIXUNA,AM,NA,0,2012-12-22 19:10:00,NORTE
46842,46842,ACIDENTE,ITUIUTABA,MG,NA,0,2012-12-22 21:30:00,SUDESTE
46844,46844,ACIDENTE,GURUPÁ,PA,SNGU,0,2012-12-22 19:00:00,NORTE
46757,46757,INCIDENTE,CAMPINAS,SP,NA,0,2012-12-23 15:20:00,SUDESTE
46791,46791,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2012-12-25 18:47:00,CENTRO
46792,46792,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2012-12-26 21:40:00,SUL
46840,46840,ACIDENTE,PARÁ DE MINAS,MG,NA,2,2012-12-26 21:50:00,SUDESTE
46788,46788,INCIDENTE,BOA VISTA,RR,SBBV,0,2012-12-27 17:25:00,NORTE
46841,46841,ACIDENTE,ANGRA DOS REIS,RJ,SDMC,0,2012-12-27 16:03:00,SUDESTE
52073,52073,INCIDENTE,SÃO SEBASTIÃO,SP,NA,0,2012-12-27 20:30:00,SUDESTE
46793,46793,INCIDENTE,SÃO PAULO,SP,NA,0,2012-12-28 16:30:00,SUDESTE
46780,46780,ACIDENTE,SANTA FÉ DO SUL,SP,NA,0,2012-12-29 21:00:00,SUDESTE
46814,46814,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2012-12-29 15:10:00,SUDESTE
46839,46839,ACIDENTE,RIO DE JANEIRO,RJ,NA,0,2012-12-29 19:00:00,SUDESTE
46910,46910,INCIDENTE,UBATUBA,SP,NA,0,2012-12-29 20:00:00,SUDESTE
46787,46787,INCIDENTE,FORTALEZA,CE,SBFZ,0,2012-12-30 12:55:00,NORTEDESTE
46781,46781,ACIDENTE,SONORA,MS,NA,0,2012-12-31 10:30:00,CENTRO
46811,46811,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2013-01-01 04:45:00,SUDESTE
46861,46861,ACIDENTE,VIAMÃO,RS,NA,0,2013-01-02 16:45:00,SUL
46980,46980,ACIDENTE,LUZIÂNIA,GO,NA,0,2013-01-02 20:50:00,CENTRO
46782,46782,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2013-01-03 20:00:00,SUDESTE
46857,46857,ACIDENTE,CARAGUATATUBA,SP,NA,0,2013-01-03 16:00:00,SUDESTE
46783,46783,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2013-01-04 16:05:00,SUDESTE
46784,46784,INCIDENTE,CAMPINAS,SP,SBKP,0,2013-01-05 21:00:00,SUDESTE
