codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,total_recomendacoes,ocorrencia_dia_hora,regiao
41845,41845,INCIDENTE,UBERLÂNDIA,MG,SBUL,0,2010-07-05 10:35:00,SUDESTE
42232,42232,INCIDENTE,BRASÍLIA,DF,SBBR,0,2010-07-05 03:00:00,CENTRO
41914,41914,INCIDENTE,MARÍLIA,SP,SBML,0,2010-07-07 18:07:00,SUDESTE
41985,41985,INCIDENTE,ITAJAÍ,SC,NA,0,2010-07-07 16:12:00,SUL
41984,41984,INCIDENTE,GOIÂNIA,GO,NA,0,2010-07-08 15:24:00,CENTRO
42429,42429,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2010-07-09 13:44:00,SUL
41751,41751,ACIDENTE,CAMANDUCAIA,MG,NA,9,2010-07-10 18:20:00,SUDESTE
41789,41789,ACIDENTE,PAÇO DO LUMIAR,MA,NA,4,2010-07-10 13:39:00,NORTEDESTE
41834,41834,INCIDENTE GRAVE,PONTA GROSSA,PR,SSZW,5,2010-07-10 20:35:00,SUL
42039,42039,INCIDENTE,LINHARES,ES,NA,0,2010-07-10 11:20:00,SUDESTE
41837,41837,INCIDENTE,OLINDA,PE,NA,8,2010-07-11 11:50:00,NORTEDESTE
41750,41750,ACIDENTE,RIO DE JANEIRO,RJ,SBJR,3,2010-07-12 19:53:00,SUDESTE
41844,41844,INCIDENTE,SALVADOR,BA,SBSV,0,2010-07-12 11:46:00,NORTEDESTE
41904,41904,INCIDENTE,CAMPO LIMPO DE GOIÁS,GO,NA,0,2010-07-14 20:00:00,CENTRO
41994,41994,INCIDENTE,RONDONÓPOLIS,MT,SWRD,0,2010-07-14 21:35:00,CENTRO
41850,41850,INCIDENTE GRAVE,PALMAS,TO,SBPJ,1,2010-07-15 17:00:00,NORTE
41899,41899,INCIDENTE,LONDRINA,PR,SBLO,0,2010-07-16 23:28:00,SUL
41900,41900,ACIDENTE,NOVO HORIZONTE,SP,NA,3,2010-07-16 19:20:00,SUDESTE
41916,41916,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,0,2010-07-18 16:00:00,CENTRO
41917,41917,ACIDENTE,BRASÍLIA,DF,SSGP,1,2010-07-19 18:30:00,CENTRO
41960,41960,ACIDENTE,PALMAS,TO,NA,1,2010-07-20 15:00:00,NORTE
42067,42067,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-07-20 12:41:00,SUDESTE
41973,41973,INCIDENTE,BRASÍLIA,DF,NA,0,2010-07-21 16:15:00,CENTRO
42068,42068,INCIDENTE,SALVADOR,BA,SBSV,0,2010-07-21 13:25:00,NORTEDESTE
42073,42073,INCIDENTE,SALVADOR,BA,SBSV,0,2010-07-21 19:16:00,NORTEDESTE
42614,42614,INCIDENTE,NAVEGANTES,SC,SBNF,0,2010-07-21 16:17:00,SUL
42618,42618,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2010-07-21 16:10:00,SUL
41976,41976,INCIDENTE,RIO BRANCO,AC,NA,0,2010-07-23 08:08:00,NORTE
42001,42001,ACIDENTE,BOITUVA,SP,SDOI,1,2010-07-24 18:00:00,SUDESTE
42071,42071,ACIDENTE,AFUÁ,PA,NA,6,2010-07-24 10:15:00,NORTE
42387,42387,ACIDENTE,MATINHA,MA,NA,1,2010-07-24 17:00:00,NORTEDESTE
43091,43091,ACIDENTE,JOINVILLE,SC,SBJV,0,2010-07-25 15:10:00,SUL
42038,42038,INCIDENTE,CARUARU,PE,NA,0,2010-07-26 22:30:00,NORTEDESTE
42634,42634,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-07-28 10:05:00,SUDESTE
42289,42289,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,0,2010-07-29 20:06:00,SUDESTE
42436,42436,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2010-07-29 19:12:00,SUDESTE
42367,42367,INCIDENTE,NORMANDIA,RR,NA,0,2010-07-30 20:00:00,NORTE
42619,42619,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2010-07-30 09:24:00,SUDESTE
42638,42638,INCIDENTE,SÃO PAULO,SP,SBMT,0,2010-07-30 12:30:00,SUDESTE
42425,42425,INCIDENTE,SÃO PEDRO DO IVAÍ,PR,NA,0,2010-07-31 14:30:00,SUL
42506,42506,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2010-07-31 13:51:00,NORTEDESTE
42590,42590,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2010-08-01 18:50:00,NORTEDESTE
42286,42286,INCIDENTE,CUIABÁ,MT,NA,0,2010-08-02 10:00:00,CENTRO
42446,42446,INCIDENTE,BAURU,SP,SBAE,0,2010-08-02 11:04:00,SUDESTE
42626,42626,INCIDENTE,CURITIBA,PR,NA,0,2010-08-02 01:40:00,SUL
42449,42449,ACIDENTE,SÃO FÉLIX DO XINGU,PA,NA,8,2010-08-03 16:20:00,NORTE
42443,42443,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2010-08-04 13:27:00,SUDESTE
42636,42636,INCIDENTE,GOIÂNIA,GO,NA,0,2010-08-04 14:08:00,CENTRO
43035,43035,INCIDENTE,NAVEGANTES,SC,NA,0,2010-08-04 12:30:00,SUL
43439,43439,INCIDENTE,MARINGÁ,PR,NA,0,2010-08-04 17:10:00,SUL
42251,42251,INCIDENTE GRAVE,PIRANHAS,GO,NA,0,2010-08-05 17:00:00,CENTRO
42323,42323,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,0,2010-08-05 12:01:00,SUDESTE
42249,42249,INCIDENTE,BRASÍLIA,DF,SBBR,0,2010-08-06 23:55:00,CENTRO
42287,42287,ACIDENTE,SANTARÉM,PA,NA,2,2010-08-06 20:20:00,NORTE
42292,42292,INCIDENTE,CALDAS NOVAS,GO,NA,0,2010-08-07 12:10:00,CENTRO
42303,42303,INCIDENTE GRAVE,CALDAS NOVAS,GO,NA,0,2010-08-07 20:50:00,CENTRO
42284,42284,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2010-08-10 12:30:00,SUDESTE
42427,42427,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,1,2010-08-10 21:46:00,SUL
42431,42431,INCIDENTE,NAVEGANTES,SC,NA,0,2010-08-10 13:00:00,SUL
42461,42461,INCIDENTE,RECIFE,PE,SBRF,0,2010-08-10 13:25:00,NORTEDESTE
42646,42646,INCIDENTE,JUIZ DE FORA,MG,NA,0,2010-08-10 20:10:00,SUDESTE
42713,42713,INCIDENTE,BRASÍLIA,DF,SBBR,0,2010-08-10 19:05:00,CENTRO
42263,42263,INCIDENTE,SALVADOR,BA,NA,0,2010-08-11 12:52:00,NORTEDESTE
42250,42250,ACIDENTE,RIO DE JANEIRO,RJ,SBRJ,19,2010-08-12 12:26:00,SUDESTE
42756,42756,INCIDENTE,BELO HORIZONTE,MG,NA,0,2010-08-12 19:59:00,SUDESTE
42565,42565,ACIDENTE,GOIÂNIA,GO,NA,6,2010-08-13 21:00:00,CENTRO
42433,42433,INCIDENTE,MACAÉ,RJ,NA,0,2010-08-15 11:00:00,SUDESTE
42742,42742,INCIDENTE,JUIZ DE FORA,MG,NA,0,2010-08-15 15:35:00,SUDESTE
42460,42460,INCIDENTE,SALVADOR,BA,NA,0,2010-08-17 14:12:00,NORTEDESTE
42434,42434,INCIDENTE,SÃO PAULO,SP,NA,0,2010-08-19 17:00:00,SUDESTE
42452,42452,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,0,2010-08-20 13:18:00,SUDESTE
42466,42466,INCIDENTE,RECIFE,PE,SBRF,0,2010-08-20 14:15:00,NORTEDESTE
42456,42456,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-08-21 16:35:00,SUDESTE
42740,42740,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-08-21 13:25:00,SUDESTE
43729,43729,ACIDENTE,XINGUARA,PA,NA,0,2010-08-22 15:30:00,NORTE
42447,42447,INCIDENTE,ARAGUAÍNA,TO,NA,0,2010-08-23 19:32:00,NORTE
42458,42458,INCIDENTE,DIVINÓPOLIS,MG,SNDV,0,2010-08-23 19:30:00,SUDESTE
42485,42485,INCIDENTE,AREALVA,SP,NA,0,2010-08-23 15:15:00,SUDESTE
42486,42486,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2010-08-23 23:55:00,SUDESTE
42368,42368,ACIDENTE,SÃO LUÍS,MA,NA,0,2010-08-24 11:00:00,NORTEDESTE
42388,42388,ACIDENTE,CACHOEIRA DO SUL,RS,SSKS,1,2010-08-24 19:40:00,SUL
42432,42432,INCIDENTE,LONDRINA,PR,NA,0,2010-08-24 20:45:00,SUL
42465,42465,INCIDENTE,MARINGÁ,PR,SBMG,0,2010-08-24 08:20:00,SUL
42386,42386,ACIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,3,2010-08-25 17:40:00,NORTEDESTE
42439,42439,INCIDENTE,CAMPINAS,SP,SBKP,0,2010-08-25 02:11:00,SUDESTE
42602,42602,INCIDENTE,IPATINGA,MG,SBIP,0,2010-08-25 13:34:00,SUDESTE
42448,42448,INCIDENTE,ALTA FLORESTA,MT,SBAT,0,2010-08-26 19:00:00,CENTRO
42451,42451,INCIDENTE,SÃO PAULO,SP,NA,0,2010-08-26 11:05:00,SUDESTE
42597,42597,INCIDENTE,BRASÍLIA,DF,NA,0,2010-08-27 12:01:00,CENTRO
42603,42603,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-08-27 13:27:00,SUDESTE
42585,42585,INCIDENTE,CURITIBA,PR,NA,0,2010-08-28 19:55:00,SUL
42587,42587,INCIDENTE,FORTALEZA,CE,SBFZ,0,2010-08-28 15:25:00,NORTEDESTE
42606,42606,INCIDENTE GRAVE,PORTO ALEGRE,RS,NA,0,2010-08-28 18:30:00,SUL
43258,43258,INCIDENTE,FORMOSA,GO,SWFR,0,2010-08-28 20:00:00,CENTRO
42589,42589,INCIDENTE,PALMAS,TO,SBPJ,0,2010-08-29 06:20:00,NORTE
42588,42588,INCIDENTE,CAMPINAS,SP,SBKP,0,2010-08-31 22:24:00,SUDESTE
42598,42598,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-08-31 12:35:00,SUDESTE
42595,42595,INCIDENTE,BRASÍLIA,DF,NA,0,2010-09-01 20:10:00,CENTRO
42723,42723,ACIDENTE,BOA VISTA,RR,SBBV,4,2010-09-01 13:30:00,NORTE
42735,42735,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2010-09-01 18:35:00,SUDESTE
42601,42601,INCIDENTE,BRASÍLIA,DF,NA,0,2010-09-02 14:23:00,CENTRO
42680,42680,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2010-09-03 22:45:00,SUDESTE
42707,42707,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-09-03 16:14:00,SUDESTE
42592,42592,INCIDENTE,SÃO PAULO,SP,SBMT,0,2010-09-04 13:00:00,SUDESTE
42738,42738,ACIDENTE,SÃO PAULO,SP,NA,0,2010-09-04 18:30:00,SUDESTE
42715,42715,INCIDENTE,JOÃO PESSOA,PB,SBJP,0,2010-09-05 08:10:00,NORTEDESTE
42718,42718,INCIDENTE GRAVE,VERANÓPOLIS,RS,SSVN,2,2010-09-08 19:10:00,SUL
40823,40823,INCIDENTE GRAVE,PALMAS,PR,SSPS,0,2010-09-09 18:50:00,SUL
42717,42717,INCIDENTE,GOIÂNIA,GO,NA,0,2010-09-09 19:06:00,CENTRO
43589,43589,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2010-09-09 03:26:00,SUL
42758,42758,ACIDENTE,ITANHAÉM,SP,NA,1,2010-09-10 14:45:00,SUDESTE
42760,42760,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,0,2010-09-10 11:10:00,SUDESTE
42714,42714,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,NA,0,2010-09-11 15:30:00,SUDESTE
42716,42716,INCIDENTE,SANTARÉM,PA,SBSN,0,2010-09-11 16:30:00,NORTE
42868,42868,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-09-11 20:30:00,SUDESTE
43043,43043,ACIDENTE,CAMBÉ,PR,NA,0,2010-09-11 21:13:00,SUL
43171,43171,INCIDENTE,DIAMANTINA,MG,SNDT,0,2010-09-12 18:30:00,SUDESTE
42757,42757,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,0,2010-09-13 19:05:00,SUDESTE
42838,42838,INCIDENTE GRAVE,CURITIBA,PR,NA,0,2010-09-15 20:30:00,SUL
42866,42866,INCIDENTE,BRASÍLIA,DF,SBBR,0,2010-09-15 13:09:00,CENTRO
42919,42919,ACIDENTE,ITAITUBA,PA,NA,9,2010-09-15 18:10:00,NORTE
42921,42921,ACIDENTE,SÃO FÉLIX DO XINGU,PA,NA,2,2010-09-15 21:50:00,NORTE
43042,43042,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,0,2010-09-15 20:00:00,SUL
43064,43064,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2010-09-15 17:54:00,SUDESTE
43061,43061,INCIDENTE,BRASÍLIA,DF,NA,0,2010-09-16 14:50:00,CENTRO
42880,42880,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,0,2010-09-17 13:55:00,SUDESTE
42882,42882,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,0,2010-09-17 18:46:00,SUDESTE
43003,43003,ACIDENTE,JARDIM,MS,NA,0,2010-09-18 18:30:00,CENTRO
43090,43090,INCIDENTE,UBERABA,MG,SBUR,0,2010-09-18 14:57:00,SUDESTE
43572,43572,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2010-09-18 18:40:00,SUL
43008,43008,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-09-19 17:30:00,SUDESTE
43044,43044,ACIDENTE,BLUMENAU,SC,NA,0,2010-09-19 12:50:00,SUL
43002,43002,INCIDENTE,VITÓRIA,ES,NA,0,2010-09-20 14:30:00,SUDESTE
43086,43086,INCIDENTE,BAYEUX,PB,NA,0,2010-09-20 23:00:00,NORTEDESTE
42865,42865,INCIDENTE,POUSO ALEGRE,MG,NA,0,2010-09-21 18:20:00,SUDESTE
43063,43063,ACIDENTE,ALTO ALEGRE,RR,NA,2,2010-09-21 17:10:00,NORTE
43065,43065,INCIDENTE,BELO HORIZONTE,MG,NA,0,2010-09-21 13:50:00,SUDESTE
42999,42999,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,0,2010-09-22 21:38:00,NORTEDESTE
42987,42987,INCIDENTE,PALMAS,TO,SBPJ,0,2010-09-23 04:36:00,NORTE
42994,42994,INCIDENTE,CUIABÁ,MT,NA,0,2010-09-23 17:30:00,CENTRO
42883,42883,INCIDENTE,MANAUS,AM,NA,0,2010-09-24 10:40:00,NORTE
42986,42986,INCIDENTE,PALMAS,TO,SBPJ,0,2010-09-24 20:11:00,NORTE
42997,42997,ACIDENTE,BELÉM,PA,SBJC,6,2010-09-24 18:10:00,NORTE
43027,43027,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,2,2010-09-24 20:59:00,SUL
42991,42991,INCIDENTE,CUIABÁ,MT,NA,0,2010-09-25 21:10:00,CENTRO
43062,43062,ACIDENTE,NOVO GAMA,GO,NA,1,2010-09-25 16:30:00,CENTRO
42989,42989,INCIDENTE,TERESINA,PI,SBTE,0,2010-09-26 08:01:00,NORTEDESTE
42990,42990,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-09-26 22:32:00,SUDESTE
42988,42988,INCIDENTE,SÃO PAULO,SP,SBMT,0,2010-09-27 19:50:00,SUDESTE
43132,43132,INCIDENTE,MACAÉ,RJ,NA,0,2010-09-27 16:53:00,SUDESTE
43005,43005,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,0,2010-09-28 14:45:00,CENTRO
43015,43015,INCIDENTE,RONDONÓPOLIS,MT,NA,0,2010-09-28 10:15:00,CENTRO
43260,43260,INCIDENTE,CALDAS NOVAS,GO,NA,0,2010-09-28 18:30:00,CENTRO
42984,42984,INCIDENTE,BELO HORIZONTE,MG,SBPR,0,2010-09-29 15:30:00,SUDESTE
43007,43007,INCIDENTE,CONFINS,MG,SBCF,0,2010-09-29 03:43:00,SUDESTE
43019,43019,INCIDENTE,RONDONÓPOLIS,MT,NA,0,2010-09-29 11:30:00,CENTRO
43155,43155,INCIDENTE,LONDRINA,PR,NA,0,2010-09-29 19:01:00,SUL
42983,42983,ACIDENTE,IMPERATRIZ,MA,NA,2,2010-09-30 11:37:00,NORTEDESTE
43023,43023,INCIDENTE GRAVE,ÓBIDOS,PA,NA,0,2010-09-30 11:30:00,NORTE
42980,42980,ACIDENTE,SÃO PAULO,SP,SBSP,0,2010-10-01 14:45:00,SUDESTE
43021,43021,ACIDENTE,SÃO BORJA,RS,NA,0,2010-10-01 11:30:00,SUL
43256,43256,ACIDENTE,RECIFE,PE,NA,1,2010-10-01 20:20:00,NORTEDESTE
42960,42960,INCIDENTE GRAVE,BELÉM,PA,SBJC,0,2010-10-04 16:42:00,NORTE
42981,42981,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2010-10-04 23:00:00,SUL
43578,43578,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-10-04 12:30:00,SUDESTE
43685,43685,INCIDENTE,BRASÍLIA,DF,SBBR,0,2010-10-04 13:30:00,CENTRO
43022,43022,INCIDENTE,BEBEDOURO,SP,NA,0,2010-10-05 16:00:00,SUDESTE
43026,43026,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2010-10-05 19:30:00,SUL
43030,43030,INCIDENTE,GUARULHOS,SP,NA,0,2010-10-05 23:45:00,SUDESTE
43033,43033,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2010-10-05 21:46:00,SUDESTE
43070,43070,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,NA,0,2010-10-05 13:30:00,NORTEDESTE
43157,43157,INCIDENTE,SALVADOR,BA,SBSV,0,2010-10-06 00:25:00,NORTEDESTE
43067,43067,INCIDENTE,BAURU,SP,SBBU,0,2010-10-07 20:00:00,SUDESTE
43085,43085,INCIDENTE,UBERLÂNDIA,MG,SBUL,0,2010-10-07 10:27:00,SUDESTE
43089,43089,ACIDENTE,COROMANDEL,MG,SNXT,0,2010-10-07 14:00:00,SUDESTE
43082,43082,INCIDENTE,MACAÉ,RJ,NA,0,2010-10-10 12:20:00,SUDESTE
43156,43156,INCIDENTE,LONDRINA,PR,NA,0,2010-10-11 13:40:00,SUL
43153,43153,ACIDENTE,MACAÉ,RJ,NA,0,2010-10-12 19:30:00,SUDESTE
43619,43619,INCIDENTE,JOÃO PESSOA,PB,SBJP,0,2010-10-13 14:55:00,NORTEDESTE
43083,43083,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2010-10-14 13:07:00,SUDESTE
43158,43158,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2010-10-14 20:36:00,SUDESTE
43095,43095,ACIDENTE,DIVINÓPOLIS,MG,NA,0,2010-10-16 12:00:00,SUDESTE
43093,43093,INCIDENTE,LONDRINA,PR,NA,0,2010-10-17 18:30:00,SUL
43094,43094,INCIDENTE,AMERICANA,SP,NA,0,2010-10-17 15:05:00,SUDESTE
43259,43259,INCIDENTE,MANAUS,AM,NA,0,2010-10-18 21:45:00,NORTE
43257,43257,INCIDENTE,CAMPINAS,SP,SBKP,0,2010-10-19 02:40:00,SUDESTE
43449,43449,ACIDENTE,CAMPO LARGO,PR,SSCF,2,2010-10-19 15:40:00,SUL
43684,43684,INCIDENTE,CAMPO GRANDE,MS,SSIE,0,2010-10-21 09:45:00,CENTRO
43318,43318,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-10-22 20:10:00,SUDESTE
43581,43581,INCIDENTE,MONTES CLAROS,MG,SBMK,0,2010-10-22 13:50:00,SUDESTE
43700,43700,INCIDENTE,GOIÂNIA,GO,NA,0,2010-10-22 11:00:00,CENTRO
43390,43390,ACIDENTE,PRADO,BA,NA,2,2010-10-23 16:10:00,NORTEDESTE
43524,43524,ACIDENTE,BOM JESUS DO AMPARO,MG,NA,0,2010-10-23 03:00:00,SUDESTE
43699,43699,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2010-10-23 17:43:00,SUDESTE
43697,43697,INCIDENTE,ITANHAÉM,SP,NA,0,2010-10-24 14:40:00,SUDESTE
43692,43692,INCIDENTE,SALVADOR,BA,SBSV,0,2010-10-25 15:20:00,NORTEDESTE
43457,43457,INCIDENTE,SOROCABA,SP,NA,0,2010-10-27 17:30:00,SUDESTE
43333,43333,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,0,2010-10-28 16:10:00,SUDESTE
43459,43459,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,0,2010-10-28 18:35:00,SUDESTE
43335,43335,INCIDENTE,SÃO PAULO,SP,SBSP,0,2010-10-30 13:05:00,SUDESTE
43467,43467,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-10-30 21:49:00,SUDESTE
43671,43671,INCIDENTE,CAMPO GRANDE,MS,SBCG,0,2010-10-30 14:20:00,CENTRO
43680,43680,INCIDENTE,CURITIBA,PR,SBCT,0,2010-10-30 10:25:00,SUL
43393,43393,ACIDENTE,ORIXIMINÁ,PA,NA,2,2010-10-31 16:35:00,NORTE
43407,43407,INCIDENTE,CONFINS,MG,SBCF,0,2010-11-01 03:00:00,SUDESTE
43480,43480,ACIDENTE,PRIMAVERA,PE,NA,0,2010-11-03 10:00:00,NORTEDESTE
43450,43450,ACIDENTE,SÃO PAULO,SP,SBMT,6,2010-11-04 10:55:00,SUDESTE
43365,43365,INCIDENTE,VITÓRIA,ES,SBVT,0,2010-11-05 09:06:00,SUDESTE
43392,43392,ACIDENTE,SÃO FÉLIX DO XINGU,PA,NA,0,2010-11-05 13:00:00,NORTE
43451,43451,ACIDENTE,ARARAQUARA,SP,SBAQ,0,2010-11-05 22:36:00,SUDESTE
43329,43329,INCIDENTE,IMPERATRIZ,MA,SBIZ,0,2010-11-07 19:30:00,NORTEDESTE
43261,43261,INCIDENTE,SÃO PAULO,SP,NA,0,2010-11-08 14:30:00,SUDESTE
43290,43290,INCIDENTE,MACAÉ,RJ,SBME,0,2010-11-08 18:05:00,SUDESTE
45168,45168,ACIDENTE,PORTO MURTINHO,MS,NA,0,2010-11-08 18:25:00,CENTRO
43389,43389,ACIDENTE,ANDARAÍ,BA,NA,1,2010-11-09 18:30:00,NORTEDESTE
43503,43503,ACIDENTE,JOAÇABA,SC,NA,0,2010-11-09 13:25:00,SUL
43678,43678,INCIDENTE,MANAUS,AM,NA,0,2010-11-10 03:00:00,NORTE
43403,43403,ACIDENTE,ARAÇATUBA,SP,NA,0,2010-11-13 23:30:00,SUDESTE
43794,43794,ACIDENTE,CAMPO LARGO,PR,NA,0,2010-11-13 18:00:00,SUL
43446,43446,ACIDENTE,URUGUAIANA,RS,NA,2,2010-11-14 11:30:00,SUL
43447,43447,INCIDENTE,VÁRZEA GRANDE,MT,NA,0,2010-11-14 09:45:00,CENTRO
43620,43620,INCIDENTE,BELÉM,PA,NA,0,2010-11-14 08:30:00,NORTE
43404,43404,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,9,2010-11-15 17:30:00,SUDESTE
43262,43262,ACIDENTE,IVATÉ,PR,NA,7,2010-11-16 09:30:00,SUL
43405,43405,INCIDENTE,SÃO PAULO,SP,NA,0,2010-11-16 13:20:00,SUDESTE
43406,43406,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2010-11-17 20:30:00,SUL
43266,43266,ACIDENTE,TAPURAH,MT,NA,2,2010-11-18 18:00:00,CENTRO
43268,43268,ACIDENTE,SORRISO,MT,NA,0,2010-11-18 18:00:00,CENTRO
43282,43282,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,0,2010-11-18 23:08:00,CENTRO
43793,43793,INCIDENTE,GUARULHOS,SP,SBGR,0,2010-11-18 05:35:00,SUDESTE
43790,43790,INCIDENTE,BELÉM,PA,NA,0,2010-11-19 15:56:00,NORTE
43283,43283,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2010-11-20 13:02:00,SUDESTE
43294,43294,ACIDENTE,GOIÂNIA,GO,NA,9,2010-11-22 18:30:00,CENTRO
43289,43289,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2010-11-23 02:55:00,NORTEDESTE
43263,43263,INCIDENTE,ARAPONGAS,PR,SSOG,0,2010-11-24 14:20:00,SUL
43264,43264,INCIDENTE GRAVE,BROTAS,SP,NA,0,2010-11-24 19:10:00,SUDESTE
43321,43321,ACIDENTE,ITAPORÃ,MS,NA,0,2010-11-25 12:20:00,CENTRO
43325,43325,INCIDENTE,MANAUS,AM,SBEG,0,2010-11-25 13:20:00,NORTE
43538,43538,INCIDENTE,CAMPINAS,SP,SBKP,0,2010-11-25 08:44:00,SUDESTE
43288,43288,INCIDENTE,VIAMÃO,RS,NA,0,2010-11-28 18:30:00,SUL
43361,43361,ACIDENTE,PASSO FUNDO,RS,SBPF,2,2010-11-30 18:20:00,SUL
43350,43350,INCIDENTE,BELÉM,PA,NA,0,2010-12-01 20:30:00,NORTE
43384,43384,INCIDENTE,LAGES,SC,NA,0,2010-12-01 19:00:00,SUL
43385,43385,INCIDENTE,JOINVILLE,SC,SBJV,0,2010-12-01 17:50:00,SUL
43603,43603,INCIDENTE,SÃO PAULO,SP,SBSP,0,2010-12-01 17:56:00,SUDESTE
43348,43348,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2010-12-02 19:58:00,SUL
43374,43374,INCIDENTE,UBERLÂNDIA,MG,SBUL,0,2010-12-02 22:50:00,SUDESTE
43383,43383,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2010-12-03 01:20:00,SUDESTE
43452,43452,ACIDENTE,OLÍMPIA,SP,NA,0,2010-12-03 12:00:00,SUDESTE
43466,43466,INCIDENTE,ALAGOINHAS,BA,NA,0,2010-12-03 23:25:00,NORTEDESTE
43610,43610,INCIDENTE,MACAÉ,RJ,SBME,0,2010-12-04 20:43:00,SUDESTE
43414,43414,INCIDENTE,MANAUS,AM,NA,0,2010-12-05 14:55:00,NORTE
43465,43465,INCIDENTE,ARARAQUARA,SP,NA,0,2010-12-05 00:27:00,SUDESTE
43461,43461,INCIDENTE,BRASÍLIA,DF,NA,0,2010-12-08 22:00:00,CENTRO
43668,43668,INCIDENTE GRAVE,ELDORADO DO SUL,RS,SIXE,0,2010-12-08 15:40:00,SUL
43455,43455,ACIDENTE,BOM JESUS DO GALHO,MG,NA,1,2010-12-09 21:30:00,SUDESTE
43463,43463,INCIDENTE GRAVE,GOIÂNIA,GO,NA,1,2010-12-09 14:35:00,CENTRO
43464,43464,INCIDENTE,SINOP,MT,NA,0,2010-12-10 13:23:00,CENTRO
43534,43534,INCIDENTE,PARNAMIRIM,RN,NA,0,2010-12-10 13:45:00,NORTEDESTE
43667,43667,INCIDENTE,ARACAJU,SE,NA,0,2010-12-10 20:25:00,NORTEDESTE
43458,43458,INCIDENTE GRAVE,ÁGUA BRANCA,AL,NA,0,2010-12-11 11:00:00,NORTEDESTE
43727,43727,ACIDENTE,PIACATU,SP,NA,0,2010-12-11 03:00:00,SUDESTE
43454,43454,ACIDENTE,LONDRINA,PR,NA,6,2010-12-12 23:33:00,SUL
43527,43527,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2010-12-12 19:00:00,SUDESTE
